year,month,state,unemployment
1978,Oct,Texas,4.3
1978,Oct,Utah,3.3
1978,Oct,Vermont,4.7
1978,Oct,Virginia,4.7
1978,Oct,Washington,5.8
1978,Oct,West Virginia,5.3
1978,Oct,Wisconsin,4.1
1978,Oct,Wyoming,2.6
1978,Nov,Alabama,6.3
1978,Nov,Alaska,10
1978,Nov,Arizona,5.1
1978,Nov,Arkansas,5.6
1978,Nov,California,6.6
1978,Nov,Colorado,4.6
1978,Nov,Connecticut,4.9
1978,Nov,Delaware,6.4
1978,Nov,District of Columbia,7.7
1978,Nov,Florida,6.6
1978,Nov,Georgia,5.4
1978,Nov,Hawaii,6.8
1978,Nov,Idaho,5.4
1978,Nov,Illinois,5.2
1978,Nov,Indiana,5.2
1978,Nov,Iowa,3.5
1978,Nov,Kansas,2.7
1978,Nov,Kentucky,4.7
1978,Nov,Louisiana,5.5
1978,Nov,Maine,6.1
1978,Nov,Maryland,5.4
1978,Nov,Massachusetts,5.5
1978,Nov,Michigan,6.6
1978,Nov,Minnesota,3.2
1978,Nov,Mississippi,5.9
1978,Nov,Missouri,4.1
1978,Nov,Montana,4.8
1978,Nov,Nebraska,2.2
1978,Nov,Nevada,4.1
1978,Nov,New Hampshire,3
1978,Nov,New Jersey,6.5
1978,Nov,New Mexico,5.8
1978,Nov,New York,7.2
1978,Nov,North Carolina,4.3
1978,Nov,North Dakota,3.8
1978,Nov,Ohio,5.1
1978,Nov,Oklahoma,3.3
1978,Nov,Oregon,6.2
1978,Nov,Pennsylvania,6.5
1978,Nov,Rhode Island,5.7
1978,Nov,South Carolina,5.1
1978,Nov,South Dakota,2.8
1978,Nov,Tennessee,5.4
1978,Nov,Texas,4.6
1978,Nov,Utah,3.3
1978,Nov,Vermont,5.4
1978,Nov,Virginia,4.9
1978,Nov,Washington,6.4
1978,Nov,West Virginia,5.7
1978,Nov,Wisconsin,4.4
1978,Nov,Wyoming,2.9
1978,Dec,Alabama,6.5
1978,Dec,Alaska,10.1
1978,Dec,Arizona,5.1
1978,Dec,Arkansas,6.3
1978,Dec,California,6.4
1978,Dec,Colorado,4.7
1978,Dec,Connecticut,4.9
1978,Dec,Delaware,6.5
1978,Dec,District of Columbia,7.6
1978,Dec,Florida,6.2
1978,Dec,Georgia,5.4
1978,Dec,Hawaii,6
1978,Dec,Idaho,6.1
1978,Dec,Illinois,5.5
1978,Dec,Indiana,5.4
1978,Dec,Iowa,4.3
1978,Dec,Kansas,2.8
1978,Dec,Kentucky,4.9
1978,Dec,Louisiana,5.5
1978,Dec,Maine,6.4
1978,Dec,Maryland,5.6
1978,Dec,Massachusetts,5.7
1978,Dec,Michigan,6.9
1978,Dec,Minnesota,3.9
1978,Dec,Mississippi,6
1978,Dec,Missouri,4.3
1978,Dec,Montana,5.2
1978,Dec,Nebraska,2.8
1978,Dec,Nevada,4.5
1978,Dec,New Hampshire,2.8
1978,Dec,New Jersey,6.8
1978,Dec,New Mexico,5.7
1978,Dec,New York,7.1
1978,Dec,North Carolina,4.3
1978,Dec,North Dakota,4.5
1978,Dec,Ohio,5.3
1978,Dec,Oklahoma,3.5
1978,Dec,Oregon,6.3
1978,Dec,Pennsylvania,6.5
1978,Dec,Rhode Island,5.7
1978,Dec,South Carolina,5.3
1978,Dec,South Dakota,3.2
1978,Dec,Tennessee,5.5
1978,Dec,Texas,4.2
1978,Dec,Utah,3.3
1978,Dec,Vermont,5
1978,Dec,Virginia,5
1978,Dec,Washington,7.1
1978,Dec,West Virginia,6.1
1978,Dec,Wisconsin,5
1978,Dec,Wyoming,3.1
1978,Sep,Alabama,6.5
1978,Sep,Alaska,9.1
1978,Sep,Arizona,6.1
1978,Sep,Arkansas,5.8
1978,Sep,California,6.6
1978,Sep,Colorado,5
1978,Sep,Connecticut,5
1978,Sep,Delaware,7.2
1978,Sep,District of Columbia,8
1978,Sep,Florida,7.3
1978,Sep,Georgia,6
1978,Sep,Hawaii,7.5
1978,Sep,Idaho,4.7
1978,Sep,Illinois,5.6
1978,Sep,Indiana,5.2
1978,Sep,Iowa,3.3
1978,Sep,Kansas,2.6
1978,Sep,Kentucky,5
1978,Sep,Louisiana,6.3
1978,Sep,Maine,5.5
1978,Sep,Maryland,5.2
1978,Sep,Massachusetts,6
1978,Sep,Michigan,6.4
1978,Sep,Minnesota,3.5
1978,Sep,Mississippi,7.1
1978,Sep,Missouri,4.4
1978,Sep,Montana,4.4
1978,Sep,Nebraska,2.4
1978,Sep,Nevada,4.5
1978,Sep,New Hampshire,3.3
1978,Sep,New Jersey,7
1978,Sep,New Mexico,5.9
1978,Sep,New York,7.7
1978,Sep,North Carolina,3.8
1978,Sep,North Dakota,3.2
1978,Sep,Ohio,5.3
1978,Sep,Oklahoma,2.9
1978,Sep,Oregon,5.6
1978,Sep,Pennsylvania,6.6
1978,Sep,Rhode Island,6.2
1978,Sep,South Carolina,5.7
1978,Sep,South Dakota,2.4
1978,Sep,Tennessee,6
1978,Sep,Texas,4.9
1978,Sep,Utah,3.1
1978,Sep,Vermont,5.1
1978,Sep,Virginia,5.3
1978,Sep,Washington,6.3
1978,Sep,West Virginia,6
1978,Sep,Wisconsin,4.3
1978,Sep,Wyoming,2.6
1979,Jan,Alabama,6.7
1979,Jan,Alaska,11.1
1979,Jan,Arizona,6.2
1979,Jan,Arkansas,7.8
1979,Jan,California,7.1
1979,Jan,Colorado,5.6
1979,Jan,Connecticut,6
1979,Jan,Delaware,8.1
1979,Jan,District of Columbia,8.2
1979,Jan,Florida,6.7
1979,Jan,Georgia,5.7
1979,Jan,Hawaii,6.6
1979,Jan,Idaho,7.9
1979,Jan,Illinois,5.9
1979,Jan,Indiana,5.9
1979,Jan,Iowa,4.9
1979,Jan,Kansas,3.4
1979,Jan,Kentucky,6
1979,Jan,Louisiana,6.5
1979,Jan,Maine,7.6
1979,Jan,Maryland,6.3
1979,Jan,Massachusetts,6.7
1979,Jan,Michigan,7.6
1979,Jan,Minnesota,4.8
1979,Jan,Mississippi,6
1979,Jan,Missouri,4.7
1979,Jan,Montana,6.8
1979,Jan,Nebraska,3.4
1979,Jan,Nevada,6
1979,Jan,New Hampshire,4
1979,Jan,New Jersey,7.5
1979,Jan,New Mexico,6.8
1979,Jan,New York,7.7
1979,Jan,North Carolina,5
1979,Jan,North Dakota,5.2
1979,Jan,Ohio,6.5
1979,Jan,Oklahoma,4
1979,Jan,Oregon,8.5
1979,Jan,Pennsylvania,7.5
1979,Jan,Rhode Island,7.6
1979,Jan,South Carolina,5.7
1979,Jan,South Dakota,4.4
1979,Jan,Tennessee,6.2
1979,Jan,Texas,4.6
1979,Jan,Utah,4.4
1979,Jan,Vermont,6.5
1979,Jan,Virginia,5.7
1979,Jan,Washington,8
1979,Jan,West Virginia,7.5
1979,Jan,Wisconsin,5.4
1979,Jan,Wyoming,3.8
1979,Feb,Alabama,7.5
1979,Feb,Alaska,11.5
1979,Feb,Arizona,5.4
1979,Feb,Arkansas,7.4
1979,Feb,California,7
1979,Feb,Colorado,5.5
1979,Feb,Connecticut,5.9
1979,Feb,Delaware,8.2
1979,Feb,District of Columbia,8.1
1979,Feb,Florida,6.1
1979,Feb,Georgia,5.7
1979,Feb,Hawaii,6.1
1979,Feb,Idaho,7.8
1979,Feb,Illinois,6.2
1979,Feb,Indiana,6.4
1979,Feb,Iowa,4.8
1979,Feb,Kansas,3.5
1979,Feb,Kentucky,6.3
1979,Feb,Louisiana,5.8
1979,Feb,Maine,8.1
1979,Feb,Maryland,6.6
1979,Feb,Massachusetts,6.4
1979,Feb,Michigan,7.8
1979,Feb,Minnesota,4.5
1979,Feb,Mississippi,5.7
1979,Feb,Missouri,5.3
1979,Feb,Montana,6.2
1979,Feb,Nebraska,3.4
1979,Feb,Nevada,5.3
1979,Feb,New Hampshire,4.1
1979,Feb,New Jersey,7.7
1979,Feb,New Mexico,6.6
1979,Feb,New York,7.8
1979,Feb,North Carolina,5.3
1979,Feb,North Dakota,5.4
1979,Feb,Ohio,6.5
1979,Feb,Oklahoma,4.3
1979,Feb,Oregon,8.3
1979,Feb,Pennsylvania,7.7
1979,Feb,Rhode Island,7.5
1979,Feb,South Carolina,5.6
1979,Feb,South Dakota,4.1
1979,Feb,Tennessee,6
1979,Feb,Texas,4.5
1979,Feb,Utah,5
1979,Feb,Vermont,6.1
1979,Feb,Virginia,5.7
1979,Feb,Washington,8.6
1979,Feb,West Virginia,7.9
1979,Feb,Wisconsin,5.5
1979,Feb,Wyoming,3.2
1979,Mar,Alabama,6.9
1979,Mar,Alaska,10.8
1979,Mar,Arizona,5.4
1979,Mar,Arkansas,6.5
1979,Mar,California,6.7
1979,Mar,Colorado,5.5
1979,Mar,Connecticut,5.4
1979,Mar,Delaware,7.9
1979,Mar,District of Columbia,7.8
1979,Mar,Florida,5.8
1979,Mar,Georgia,5.3
1979,Mar,Hawaii,5.9
1979,Mar,Idaho,7.4
1979,Mar,Illinois,5.7
1979,Mar,Indiana,6.2
1979,Mar,Iowa,4.6
1979,Mar,Kansas,3.3
1979,Mar,Kentucky,5.7
1979,Mar,Louisiana,5.9
1979,Mar,Maine,7.9
1979,Mar,Maryland,6.1
1979,Mar,Massachusetts,6.2
1979,Mar,Michigan,8
1979,Mar,Minnesota,4.6
1979,Mar,Mississippi,5.3
1979,Mar,Missouri,4.7
1979,Mar,Montana,6.2
1979,Mar,Nebraska,3.1
1979,Mar,Nevada,4.8
1979,Mar,New Hampshire,3.9
1979,Mar,New Jersey,7.6
1979,Mar,New Mexico,6.3
1979,Mar,New York,7.4
1979,Mar,North Carolina,5
1979,Mar,North Dakota,5.2
1979,Mar,Ohio,6
1979,Mar,Oklahoma,3.5
1979,Mar,Oregon,8
1979,Mar,Pennsylvania,7.2
1979,Mar,Rhode Island,6.9
1979,Mar,South Carolina,4.9
1979,Mar,South Dakota,4.2
1979,Mar,Tennessee,5.5
1979,Mar,Texas,4.1
1979,Mar,Utah,4.1
1979,Mar,Vermont,5.7
1979,Mar,Virginia,5.2
1979,Mar,Washington,7.6
1979,Mar,West Virginia,7.1
1979,Mar,Wisconsin,5.4
1979,Mar,Wyoming,3.2
1979,Apr,Alabama,6.6
1979,Apr,Alaska,9.9
1979,Apr,Arizona,4.5
1979,Apr,Arkansas,6
1979,Apr,California,6.2
1979,Apr,Colorado,4.5
1979,Apr,Connecticut,5.1
1979,Apr,Delaware,7.2
1979,Apr,District of Columbia,7
1979,Apr,Florida,5.4
1979,Apr,Georgia,4.8
1979,Apr,Hawaii,6.2
1979,Apr,Idaho,6.4
1979,Apr,Illinois,5.2
1979,Apr,Indiana,5.6
1979,Apr,Iowa,4.3
1979,Apr,Kansas,3
1979,Apr,Kentucky,5
1979,Apr,Louisiana,5.6
1979,Apr,Maine,7.2
1979,Apr,Maryland,5.5
1979,Apr,Massachusetts,5.4
1979,Apr,Michigan,7.5
1979,Apr,Minnesota,4.3
1979,Apr,Mississippi,5.1
1979,Apr,Missouri,4
1979,Apr,Montana,5.4
1979,Apr,Nebraska,2.9
1979,Apr,Nevada,4.6
1979,Apr,New Hampshire,3
1979,Apr,New Jersey,6.6
1979,Apr,New Mexico,5.6
1979,Apr,New York,6.8
1979,Apr,North Carolina,4.4
1979,Apr,North Dakota,4.7
1979,Apr,Ohio,5.5
1979,Apr,Oklahoma,2.8
1979,Apr,Oregon,7.1
1979,Apr,Pennsylvania,6.5
1979,Apr,Rhode Island,6.1
1979,Apr,South Carolina,4.6
1979,Apr,South Dakota,3.6
1979,Apr,Tennessee,5.4
1979,Apr,Texas,3.8
1979,Apr,Utah,4
1979,Apr,Vermont,5.6
1979,Apr,Virginia,4.5
1979,Apr,Washington,6.6
1979,Apr,West Virginia,6.6
1979,Apr,Wisconsin,4.9
1979,Apr,Wyoming,2.7
1979,May,Alabama,6.4
1979,May,Alaska,9.2
1979,May,Arizona,3.9
1979,May,Arkansas,5.8
1979,May,California,5.4
1979,May,Colorado,4.4
1979,May,Connecticut,5
1979,May,Delaware,6.5
1979,May,District of Columbia,7
1979,May,Florida,5.3
1979,May,Georgia,4.4
1979,May,Hawaii,6.2
1979,May,Idaho,4.8
1979,May,Illinois,4.7
1979,May,Indiana,5.6
1979,May,Iowa,3.7
1979,May,Kansas,2.7
1979,May,Kentucky,4.9
1979,May,Louisiana,5.9
1979,May,Maine,6.8
1979,May,Maryland,5.4
1979,May,Massachusetts,5.2
1979,May,Michigan,6.8
1979,May,Minnesota,3.5
1979,May,Mississippi,4.9
1979,May,Missouri,3.8
1979,May,Montana,4.4
1979,May,Nebraska,2.8
1979,May,Nevada,4.3
1979,May,New Hampshire,2.6
1979,May,New Jersey,6.6
1979,May,New Mexico,5.7
1979,May,New York,6.6
1979,May,North Carolina,4.4
1979,May,North Dakota,3.9
1979,May,Ohio,5.1
1979,May,Oklahoma,3.2
1979,May,Oregon,6.2
1979,May,Pennsylvania,6
1979,May,Rhode Island,5.7
1979,May,South Carolina,4.2
1979,May,South Dakota,3.2
1979,May,Tennessee,5.4
1979,May,Texas,3.9
1979,May,Utah,3.5
1979,May,Vermont,4.8
1979,May,Virginia,4.5
1979,May,Washington,6.2
1979,May,West Virginia,6.3
1979,May,Wisconsin,4.2
1979,May,Wyoming,2.2
1979,Jun,Alabama,8.4
1979,Jun,Alaska,9.4
1979,Jun,Arizona,5.7
1979,Jun,Arkansas,6.6
1979,Jun,California,6.1
1979,Jun,Colorado,5.1
1979,Jun,Connecticut,5.3
1979,Jun,Delaware,7.3
1979,Jun,District of Columbia,7.4
1979,Jun,Florida,6.2
1979,Jun,Georgia,5.8
1979,Jun,Hawaii,7.2
1979,Jun,Idaho,4.7
1979,Jun,Illinois,5.7
1979,Jun,Indiana,6.3
1979,Jun,Iowa,4.2
1979,Jun,Kansas,3.6
1979,Jun,Kentucky,5.8
1979,Jun,Louisiana,7.9
1979,Jun,Maine,6.4
1979,Jun,Maryland,5.9
1979,Jun,Massachusetts,5.7
1979,Jun,Michigan,7.5
1979,Jun,Minnesota,4.4
1979,Jun,Mississippi,7.4
1979,Jun,Missouri,4.9
1979,Jun,Montana,5.1
1979,Jun,Nebraska,3.3
1979,Jun,Nevada,5.7
1979,Jun,New Hampshire,3
1979,Jun,New Jersey,7
1979,Jun,New Mexico,7.3
1979,Jun,New York,7
1979,Jun,North Carolina,5.1
1979,Jun,North Dakota,4.1
1979,Jun,Ohio,6
1979,Jun,Oklahoma,3.7
1979,Jun,Oregon,6.4
1979,Jun,Pennsylvania,7
1979,Jun,Rhode Island,6
1979,Jun,South Carolina,5.3
1979,Jun,South Dakota,3.2
1979,Jun,Tennessee,6.8
1979,Jun,Texas,5.1
1979,Jun,Utah,4.8
1979,Jun,Vermont,4.7
1979,Jun,Virginia,5
1979,Jun,Washington,6.3
1979,Jun,West Virginia,6.9
1979,Jun,Wisconsin,4.9
1979,Jun,Wyoming,2.6
1979,Jul,Alabama,7.7
1979,Jul,Alaska,7.8
1979,Jul,Arizona,5.3
1979,Jul,Arkansas,6.6
1979,Jul,California,6.4
1979,Jul,Colorado,4.5
1979,Jul,Connecticut,5.2
1979,Jul,Delaware,7.1
1979,Jul,District of Columbia,7
1979,Jul,Florida,6.4
1979,Jul,Georgia,5.3
1979,Jul,Hawaii,6.3
1979,Jul,Idaho,4.7
1979,Jul,Illinois,5.2
1979,Jul,Indiana,6.4
1979,Jul,Iowa,3.8
1979,Jul,Kansas,3.4
1979,Jul,Kentucky,5.6
1979,Jul,Louisiana,7.3
1979,Jul,Maine,6.4
1979,Jul,Maryland,5.7
1979,Jul,Massachusetts,5.4
1979,Jul,Michigan,7.8
1979,Jul,Minnesota,3.8
1979,Jul,Mississippi,5.8
1979,Jul,Missouri,4.5
1979,Jul,Montana,4.6
1979,Jul,Nebraska,3.3
1979,Jul,Nevada,5.5
1979,Jul,New Hampshire,3
1979,Jul,New Jersey,7.1
1979,Jul,New Mexico,6.9
1979,Jul,New York,7.2
1979,Jul,North Carolina,4.8
1979,Jul,North Dakota,3.3
1979,Jul,Ohio,5.9
1979,Jul,Oklahoma,3.1
1979,Jul,Oregon,6.3
1979,Jul,Pennsylvania,6.8
1979,Jul,Rhode Island,6.3
1979,Jul,South Carolina,4.5
1979,Jul,South Dakota,2.7
1979,Jul,Tennessee,6.1
1979,Jul,Texas,4.9
1979,Jul,Utah,4.2
1979,Jul,Vermont,4.6
1979,Jul,Virginia,4.5
1979,Jul,Washington,5.8
1979,Jul,West Virginia,6.6
1979,Jul,Wisconsin,4.5
1979,Jul,Wyoming,2.2
1979,Aug,Alabama,7.8
1979,Aug,Alaska,7.3
1979,Aug,Arizona,5.3
1979,Aug,Arkansas,6.1
1979,Aug,California,6.3
1979,Aug,Colorado,4.4
1979,Aug,Connecticut,4.9
1979,Aug,Delaware,7.1
1979,Aug,District of Columbia,6.5
1979,Aug,Florida,6.3
1979,Aug,Georgia,5.3
1979,Aug,Hawaii,5.8
1979,Aug,Idaho,5
1979,Aug,Illinois,5.2
1979,Aug,Indiana,7
1979,Aug,Iowa,3.9
1979,Aug,Kansas,3.5
1979,Aug,Kentucky,5.7
1979,Aug,Louisiana,7.5
1979,Aug,Maine,5.8
1979,Aug,Maryland,6
1979,Aug,Massachusetts,5.3
1979,Aug,Michigan,8.5
1979,Aug,Minnesota,4.1
1979,Aug,Mississippi,6.1
1979,Aug,Missouri,5.6
1979,Aug,Montana,4.5
1979,Aug,Nebraska,2.9
1979,Aug,Nevada,4.8
1979,Aug,New Hampshire,3.1
1979,Aug,New Jersey,7.1
1979,Aug,New Mexico,6.4
1979,Aug,New York,7.3
1979,Aug,North Carolina,4.7
1979,Aug,North Dakota,3.3
1979,Aug,Ohio,6
1979,Aug,Oklahoma,3.2
1979,Aug,Oregon,6.4
1979,Aug,Pennsylvania,6.7
1979,Aug,Rhode Island,6
1979,Aug,South Carolina,5.3
1979,Aug,South Dakota,2.9
1979,Aug,Tennessee,6.2
1979,Aug,Texas,4.7
1979,Aug,Utah,4.7
1979,Aug,Vermont,4.8
1979,Aug,Virginia,4.7
1979,Aug,Washington,6.2
1979,Aug,West Virginia,6.6
1979,Aug,Wisconsin,4.1
1979,Aug,Wyoming,2.2
1979,Oct,Alabama,7.2
1979,Oct,Alaska,8.4
1979,Oct,Arizona,5
1979,Oct,Arkansas,5.2
1979,Oct,California,5.9
1979,Oct,Colorado,4.3
1979,Oct,Connecticut,4.7
1979,Oct,Delaware,7
1979,Oct,District of Columbia,6.4
1979,Oct,Florida,6.1
1979,Oct,Georgia,5.2
1979,Oct,Hawaii,5.8
1979,Oct,Idaho,4.6
1979,Oct,Illinois,5.6
1979,Oct,Indiana,6.9
1979,Oct,Iowa,3.7
1979,Oct,Kansas,3.1
1979,Oct,Kentucky,5.3
1979,Oct,Louisiana,6.6
1979,Oct,Maine,6.2
1979,Oct,Maryland,5.6
1979,Oct,Massachusetts,4.7
1979,Oct,Michigan,7.7
1979,Oct,Minnesota,3.8
1979,Oct,Mississippi,5.6
1979,Oct,Missouri,4.6
1979,Oct,Montana,4.5
1979,Oct,Nebraska,2.8
1979,Oct,Nevada,4.6
1979,Oct,New Hampshire,2.8
1979,Oct,New Jersey,6.5
1979,Oct,New Mexico,6.2
1979,Oct,New York,7.1
1979,Oct,North Carolina,4.6
1979,Oct,North Dakota,2.7
1979,Oct,Ohio,5.7
1979,Oct,Oklahoma,3.3
1979,Oct,Oregon,5.6
1979,Oct,Pennsylvania,6.8
1979,Oct,Rhode Island,6.3
1979,Oct,South Carolina,5.2
1979,Oct,South Dakota,2.6
1979,Oct,Tennessee,5.5
1979,Oct,Texas,4
1979,Oct,Utah,4.3
1979,Oct,Vermont,4.4
1979,Oct,Virginia,4.4
1979,Oct,Washington,5.7
1979,Oct,West Virginia,6.8
1979,Oct,Wisconsin,3.7
1979,Oct,Wyoming,2.4
1979,Nov,Alabama,6.9
1979,Nov,Alaska,9.2
1979,Nov,Arizona,4.4
1979,Nov,Arkansas,5.3
1979,Nov,California,6
1979,Nov,Colorado,4.4
1979,Nov,Connecticut,4.8
1979,Nov,Delaware,6.6
1979,Nov,District of Columbia,6.4
1979,Nov,Florida,5.5
1979,Nov,Georgia,4.3
1979,Nov,Hawaii,6.3
1979,Nov,Idaho,5.5
1979,Nov,Illinois,5.7
1979,Nov,Indiana,6.9
1979,Nov,Iowa,4
1979,Nov,Kansas,2.9
1979,Nov,Kentucky,5.3
1979,Nov,Louisiana,6.5
1979,Nov,Maine,6.6
1979,Nov,Maryland,5.5
1979,Nov,Massachusetts,4.8
1979,Nov,Michigan,8
1979,Nov,Minnesota,4
1979,Nov,Mississippi,5.6
1979,Nov,Missouri,5.1
1979,Nov,Montana,4.9
1979,Nov,Nebraska,2.7
1979,Nov,Nevada,4.4
1979,Nov,New Hampshire,3.1
1979,Nov,New Jersey,6.4
1979,Nov,New Mexico,6.2
1979,Nov,New York,7
1979,Nov,North Carolina,4.7
1979,Nov,North Dakota,3.6
1979,Nov,Ohio,5.6
1979,Nov,Oklahoma,3.2
1979,Nov,Oregon,5.8
1979,Nov,Pennsylvania,6.7
1979,Nov,Rhode Island,6.1
1979,Nov,South Carolina,4.9
1979,Nov,South Dakota,3.2
1979,Nov,Tennessee,5.7
1979,Nov,Texas,4.1
1979,Nov,Utah,4.3
1979,Nov,Vermont,5.2
1979,Nov,Virginia,4.2
1979,Nov,Washington,6.2
1979,Nov,West Virginia,7.2
1979,Nov,Wisconsin,4.2
1979,Nov,Wyoming,2.7
1979,Dec,Alabama,6.7
1979,Dec,Alaska,9.3
1979,Dec,Arizona,4.6
1979,Dec,Arkansas,5.8
1979,Dec,California,5.8
1979,Dec,Colorado,4.5
1979,Dec,Connecticut,4.6
1979,Dec,Delaware,6.5
1979,Dec,District of Columbia,6
1979,Dec,Florida,5
1979,Dec,Georgia,4.7
1979,Dec,Hawaii,4.8
1979,Dec,Idaho,6.3
1979,Dec,Illinois,6
1979,Dec,Indiana,7.7
1979,Dec,Iowa,4.7
1979,Dec,Kansas,3
1979,Dec,Kentucky,5.4
1979,Dec,Louisiana,6.3
1979,Dec,Maine,6.7
1979,Dec,Maryland,5.3
1979,Dec,Massachusetts,4.9
1979,Dec,Michigan,8.6
1979,Dec,Minnesota,4.7
1979,Dec,Mississippi,5.3
1979,Dec,Missouri,5.5
1979,Dec,Montana,5.3
1979,Dec,Nebraska,3
1979,Dec,Nevada,4.4
1979,Dec,New Hampshire,3
1979,Dec,New Jersey,6.2
1979,Dec,New Mexico,6.3
1979,Dec,New York,6.9
1979,Dec,North Carolina,4.6
1979,Dec,North Dakota,4
1979,Dec,Ohio,5.7
1979,Dec,Oklahoma,3.3
1979,Dec,Oregon,6.1
1979,Dec,Pennsylvania,6.6
1979,Dec,Rhode Island,6.4
1979,Dec,South Carolina,4.9
1979,Dec,South Dakota,3.5
1979,Dec,Tennessee,5.5
1979,Dec,Texas,3.7
1979,Dec,Utah,4.4
1979,Dec,Vermont,4.8
1979,Dec,Virginia,4.2
1979,Dec,Washington,6.7
1979,Dec,West Virginia,7.4
1979,Dec,Wisconsin,4.2
1979,Dec,Wyoming,3.3
1979,Sep,Alabama,7.1
1979,Sep,Alaska,7.9
1979,Sep,Arizona,5.1
1979,Sep,Arkansas,5.6
1979,Sep,California,5.9
1979,Sep,Colorado,4.4
1979,Sep,Connecticut,4.8
1979,Sep,Delaware,7.1
1979,Sep,District of Columbia,6.5
1979,Sep,Florida,6.3
1979,Sep,Georgia,4.8
1979,Sep,Hawaii,5.8
1979,Sep,Idaho,4.8
1979,Sep,Illinois,5.1
1979,Sep,Indiana,6.7
1979,Sep,Iowa,3.9
1979,Sep,Kansas,3.1
1979,Sep,Kentucky,5.3
1979,Sep,Louisiana,7
1979,Sep,Maine,6
1979,Sep,Maryland,5.6
1979,Sep,Massachusetts,5.4
1979,Sep,Michigan,7.6
1979,Sep,Minnesota,4.2
1979,Sep,Mississippi,6.2
1979,Sep,Missouri,4.9
1979,Sep,Montana,4.3
1979,Sep,Nebraska,2.9
1979,Sep,Nevada,4.9
1979,Sep,New Hampshire,2.9
1979,Sep,New Jersey,6.8
1979,Sep,New Mexico,6.3
1979,Sep,New York,7.2
1979,Sep,North Carolina,4.4
1979,Sep,North Dakota,2.9
1979,Sep,Ohio,5.7
1979,Sep,Oklahoma,3.1
1979,Sep,Oregon,5.6
1979,Sep,Pennsylvania,6.7
1979,Sep,Rhode Island,6.1
1979,Sep,South Carolina,5.1
1979,Sep,South Dakota,2.9
1979,Sep,Tennessee,5.7
1979,Sep,Texas,4.3
1979,Sep,Utah,4.1
1979,Sep,Vermont,4.8
1979,Sep,Virginia,4.5
1979,Sep,Washington,6
1979,Sep,West Virginia,6.5
1979,Sep,Wisconsin,3.8
1979,Sep,Wyoming,2.3
1980,Jan,Alabama,7.7
1980,Jan,Alaska,10.2
1980,Jan,Arizona,6.3
1980,Jan,Arkansas,7.1
1980,Jan,California,6.8
1980,Jan,Colorado,5.4
1980,Jan,Connecticut,5.9
1980,Jan,Delaware,8
1980,Jan,District of Columbia,6.7
1980,Jan,Florida,5.9
1980,Jan,Georgia,5.6
1980,Jan,Hawaii,5
1980,Jan,Idaho,8.4
1980,Jan,Illinois,7.2
1980,Jan,Indiana,8.8
1980,Jan,Iowa,5.5
1980,Jan,Kansas,4
1980,Jan,Kentucky,6.9
1980,Jan,Louisiana,7.6
1980,Jan,Maine,8.3
1980,Jan,Maryland,6.5
1980,Jan,Massachusetts,6.1
1980,Jan,Michigan,10.7
1980,Jan,Minnesota,6.3
1980,Jan,Mississippi,6.7
1980,Jan,Missouri,6.7
1980,Jan,Montana,6.9
1980,Jan,Nebraska,3.9
1980,Jan,Nevada,6.1
1980,Jan,New Hampshire,4.3
1980,Jan,New Jersey,7.1
1980,Jan,New Mexico,7.3
1980,Jan,New York,8
1980,Jan,North Carolina,5.6
1980,Jan,North Dakota,5.2
1980,Jan,Ohio,7.2
1980,Jan,Oklahoma,3.9
1980,Jan,Oregon,8.2
1980,Jan,Pennsylvania,8.1
1980,Jan,Rhode Island,8.1
1980,Jan,South Carolina,6
1980,Jan,South Dakota,4.6
1980,Jan,Tennessee,6.9
1980,Jan,Texas,5
1980,Jan,Utah,5.8
1980,Jan,Vermont,6.4
1980,Jan,Virginia,5.1
1980,Jan,Washington,8.6
1980,Jan,West Virginia,8.9
1980,Jan,Wisconsin,6
1980,Jan,Wyoming,4.4
1980,Feb,Alabama,7.8
1980,Feb,Alaska,10.9
1980,Feb,Arizona,6
1980,Feb,Arkansas,7.3
1980,Feb,California,6.7
1980,Feb,Colorado,5.3
1980,Feb,Connecticut,5.7
1980,Feb,Delaware,7.7
1980,Feb,District of Columbia,6.7
1980,Feb,Florida,5.2
1980,Feb,Georgia,5.5
1980,Feb,Hawaii,4.6
1980,Feb,Idaho,8.3
1980,Feb,Illinois,7.3
1980,Feb,Indiana,9.1
1980,Feb,Iowa,5.5
1980,Feb,Kansas,4.2
1980,Feb,Kentucky,7.8
1980,Feb,Louisiana,6.7
1980,Feb,Maine,8.2
1980,Feb,Maryland,6.4
1980,Feb,Massachusetts,5.8
1980,Feb,Michigan,11.1
1980,Feb,Minnesota,6
1980,Feb,Mississippi,6.3
1980,Feb,Missouri,7.2
1980,Feb,Montana,6.8
1980,Feb,Nebraska,3.8
1980,Feb,Nevada,5.6
1980,Feb,New Hampshire,4.4
1980,Feb,New Jersey,7
1980,Feb,New Mexico,6.9
1980,Feb,New York,7.8
1980,Feb,North Carolina,6
1980,Feb,North Dakota,5.2
1980,Feb,Ohio,7
1980,Feb,Oklahoma,3.8
1980,Feb,Oregon,7.8
1980,Feb,Pennsylvania,8
1980,Feb,Rhode Island,8.2
1980,Feb,South Carolina,6.1
1980,Feb,South Dakota,4.6
1980,Feb,Tennessee,6.8
1980,Feb,Texas,4.9
1980,Feb,Utah,6.4
